studio,domestic_gross,foreign_gross,total_gross
Uni.,8000000.0,11600000.0,19600000.0
ORF,17500000.0,480000.0,17980000.0
FIP,614000.0,17200000.0,17814000.0
A24,7600000.0,9700000.0,17300000.0
BV,16399999.0,711000.0,17110999.0
Wein.,1100000.0,15200000.0,16300000.0
Par.,3700000.0,12400000.0,16100000.0
Focus,4700000.0,11300000.0,16000000.0
RTWC,14700000.0,0.0,14700000.0
Fox,10200000.0,4200000.0,14400000.0
PFR,13000000.0,1400000.0,14400000.0
PFR,14400000.0,0.0,14400000.0
BV,12400000.0,1200000.0,13600000.0
Par.,12300000.0,767000.0,13067000.0
LG/S,1200000.0,11700000.0,12900000.0
WB,3600000.0,7500000.0,11100000.0
BST,5600000.0,5200000.0,10800000.0
WGUSA,130000.0,10000000.0,10130000.0
FCW,558000.0,9500000.0,10058000.0
ORF,6000000.0,4099999.0,10099999.0
Wein.,174000.0,9300000.0,9474000.0
Wein.,46400.0,9200000.0,9246400.0
LGF,9100000.0,0.0,9100000.0
FoxS,6800000.0,2300000.0,9100000.0
A24,8400000.0,0.0,8400000.0
FIP,522000.0,7800000.0,8322000.0
BST,7900000.0,378000.0,8278000.0
Eros,8199999.0,0.0,8199999.0
BST,7400000.0,0.0,7400000.0
BH Tilt,7200000.0,0.0,7200000.0
SPC,7000000.0,107000.0,7107000.0
WB,7000000.0,0.0,7000000.0
BSC,6700000.0,0.0,6700000.0
Eros,6600000.0,0.0,6600000.0
ORF,6500000.0,0.0,6500000.0
U/P,3500000.0,2800000.0,6300000.0
Par.,3800000.0,1900000.0,5700000.0
BST,2400000.0,3100000.0,5500000.0
Magn.,176000.0,4900000.0,5076000.0
FIP,45000.0,5000000.0,5045000.0
UTV,4900000.0,0.0,4900000.0
UHE,1700000.0,3200000.0,4900000.0
FCW,17500.0,4800000.0,4817500.0
FoxS,4700000.0,0.0,4700000.0
FIP,154000.0,4500000.0,4654000.0
FIP,235000.0,4200000.0,4435000.0
IFC,4200000.0,0.0,4200000.0
RTWC,196000.0,3600000.0,3796000.0
LGF,3600000.0,0.0,3600000.0
BG,3400000.0,0.0,3400000.0
Uni.,538000.0,2800000.0,3338000.0
IFC,819000.0,2400000.0,3219000.0
IFC,3200000.0,0.0,3200000.0
SPC,561000.0,2600000.0,3161000.0
Eros,3100000.0,0.0,3100000.0
LGF,3100000.0,0.0,3100000.0
EOne,547000.0,2500000.0,3047000.0
Eros,3000000.0,0.0,3000000.0
ORF,3000000.0,0.0,3000000.0
A24,3000000.0,0.0,3000000.0
Par.,2600000.0,218000.0,2818000.0
FoxS,2700000.0,97100.0,2797100.0
FoxS,2700000.0,0.0,2700000.0
RAtt.,2700000.0,0.0,2700000.0
SPC,2500000.0,0.0,2500000.0
FoxS,2500000.0,0.0,2500000.0
Uni.,2200000.0,149000.0,2349000.0
MBox,54000.0,2200000.0,2254000.0
IFC,7700.0,2100000.0,2107700.0
UTV,2100000.0,0.0,2100000.0
CLF,2000000.0,0.0,2000000.0
WGUSA,1900000.0,0.0,1900000.0
IFC,1900000.0,0.0,1900000.0
SPC,1800000.0,0.0,1800000.0
Yash,1800000.0,0.0,1800000.0
LGF,1800000.0,0.0,1800000.0
SPC,1800000.0,0.0,1800000.0
FR,410000.0,1200000.0,1610000.0
RAtt.,1300000.0,355000.0,1655000.0
SPC,1500000.0,0.0,1500000.0
AaF,1400000.0,0.0,1400000.0
SPC,1400000.0,0.0,1400000.0
BG,1400000.0,0.0,1400000.0
Eros,1400000.0,0.0,1400000.0
SPC,1300000.0,0.0,1300000.0
FCW,351000.0,988000.0,1339000.0
Magn.,1300000.0,0.0,1300000.0
Magn.,1300000.0,0.0,1300000.0
CJ,1200000.0,0.0,1200000.0
RTWC,1200000.0,0.0,1200000.0
Focus,1200000.0,0.0,1200000.0
RAtt.,1200000.0,0.0,1200000.0
RAtt.,1200000.0,0.0,1200000.0
Orch.,704000.0,422000.0,1126000.0
Cohen,1100000.0,0.0,1100000.0
Orch.,1000000.0,0.0,1000000.0
FCW,1000000.0,0.0,1000000.0
PH,1000000.0,0.0,1000000.0
MBox,988000.0,0.0,988000.0
Elev.,920000.0,0.0,920000.0
Eros,919000.0,0.0,919000.0
UTV,892000.0,0.0,892000.0
Cohen,845000.0,0.0,845000.0
SPC,794000.0,0.0,794000.0
IFC,673000.0,102000.0,775000.0
IFC,744000.0,0.0,744000.0
Magn.,702000.0,0.0,702000.0
SPC,695000.0,0.0,695000.0
IFC,661000.0,0.0,661000.0
WGUSA,633000.0,0.0,633000.0
Ampl.,623000.0,0.0,623000.0
Alc,609000.0,0.0,609000.0
PBS,517000.0,67200.0,584200.0
Yash,579000.0,0.0,579000.0
LGF,573000.0,0.0,573000.0
GK,561000.0,0.0,561000.0
Eros,535000.0,0.0,535000.0
Elev.,524000.0,0.0,524000.0
SD,498000.0,0.0,498000.0
UTV,490000.0,0.0,490000.0
CL,482000.0,0.0,482000.0
CL,463000.0,0.0,463000.0
FIP,451000.0,0.0,451000.0
FUN,450000.0,0.0,450000.0
Rialto,449000.0,0.0,449000.0
SPC,429000.0,0.0,429000.0
SHO,426000.0,0.0,426000.0
Abr.,421000.0,0.0,421000.0
CL,418000.0,0.0,418000.0
Grav.,410000.0,0.0,410000.0
Osci.,377000.0,0.0,377000.0
Gathr,370000.0,0.0,370000.0
UTV,365000.0,0.0,365000.0
GK,355000.0,0.0,355000.0
AF,353000.0,0.0,353000.0
Asp.,347000.0,0.0,347000.0
WGUSA,338000.0,0.0,338000.0
Eros,325000.0,0.0,325000.0
KL,322000.0,0.0,322000.0
IFC,316000.0,0.0,316000.0
CL,311000.0,0.0,311000.0
FUN,306000.0,0.0,306000.0
FM,283000.0,0.0,283000.0
Magn.,282000.0,0.0,282000.0
Strand,282000.0,0.0,282000.0
Cohen,278000.0,0.0,278000.0
Cohen,260000.0,0.0,260000.0
Alc,249000.0,0.0,249000.0
Eros,236000.0,0.0,236000.0
CJ,235000.0,0.0,235000.0
A24,229000.0,0.0,229000.0
ADC,228000.0,0.0,228000.0
Magn.,223000.0,0.0,223000.0
Rel.,223000.0,0.0,223000.0
CL,213000.0,0.0,213000.0
A24,209000.0,0.0,209000.0
Abr.,206000.0,0.0,206000.0
MBox,192000.0,0.0,192000.0
Drft.,191000.0,0.0,191000.0
CL,189000.0,0.0,189000.0
RAtt.,188000.0,0.0,188000.0
RAtt.,187000.0,0.0,187000.0
CJ,185000.0,0.0,185000.0
CJ,185000.0,0.0,185000.0
Gold.,173000.0,0.0,173000.0
Gold.,172000.0,0.0,172000.0
IFC,167000.0,0.0,167000.0
WGUSA,165000.0,0.0,165000.0
CJ,164000.0,0.0,164000.0
CL,163000.0,0.0,163000.0
IFC,163000.0,0.0,163000.0
Free,162000.0,0.0,162000.0
FM,159000.0,0.0,159000.0
Magn.,156000.0,0.0,156000.0
Rela.,155000.0,0.0,155000.0
BG,152000.0,0.0,152000.0
Drft.,151000.0,0.0,151000.0
CL,150000.0,0.0,150000.0
Cohen,147000.0,0.0,147000.0
Gold.,145000.0,0.0,145000.0
IFC,143000.0,0.0,143000.0
Rialto,138000.0,0.0,138000.0
CJ,136000.0,0.0,136000.0
KL,135000.0,0.0,135000.0
A24,131000.0,0.0,131000.0
CL,127000.0,0.0,127000.0
SM,126000.0,0.0,126000.0
RAtt.,121000.0,0.0,121000.0
IFC,119000.0,0.0,119000.0
AZ,116000.0,0.0,116000.0
LGP,112000.0,0.0,112000.0
WGUSA,111000.0,0.0,111000.0
Drft.,109000.0,0.0,109000.0
WGUSA,108000.0,0.0,108000.0
CJ,105000.0,0.0,105000.0
SM,104000.0,0.0,104000.0
FUN,101000.0,0.0,101000.0
Alc,101000.0,0.0,101000.0
Jan.,96600.0,0.0,96600.0
UEP,92700.0,0.0,92700.0
Rialto,91900.0,0.0,91900.0
Ampl.,91300.0,0.0,91300.0
IFC,91200.0,0.0,91200.0
Eros,88700.0,0.0,88700.0
Magn.,88100.0,0.0,88100.0
RTWC,80700.0,0.0,80700.0
Orch.,79800.0,0.0,79800.0
Osci.,73400.0,0.0,73400.0
VE,68400.0,0.0,68400.0
TFA,67000.0,0.0,67000.0
BG,65500.0,0.0,65500.0
IFC,64500.0,0.0,64500.0
CL,63700.0,0.0,63700.0
MBox,61600.0,0.0,61600.0
CL,61600.0,0.0,61600.0
Strand,60800.0,0.0,60800.0
CGld,60200.0,0.0,60200.0
KL,60100.0,0.0,60100.0
BG,58700.0,0.0,58700.0
CL,54100.0,0.0,54100.0
ITL,41100.0,11800.0,52900.0
CJ,50200.0,0.0,50200.0
LGP,50100.0,0.0,50100.0
TA,49700.0,0.0,49700.0
Grav.,46900.0,0.0,46900.0
RAtt.,45900.0,0.0,45900.0
IFC,44900.0,0.0,44900.0
Alc,44200.0,0.0,44200.0
MR,42900.0,0.0,42900.0
KL,42200.0,0.0,42200.0
BBC,41300.0,0.0,41300.0
CJ,40500.0,0.0,40500.0
Osci.,40100.0,0.0,40100.0
Gold.,38300.0,0.0,38300.0
RTWC,37200.0,0.0,37200.0
Distrib.,37100.0,0.0,37100.0
LGP,36300.0,0.0,36300.0
KL,36200.0,0.0,36200.0
FRun,36000.0,0.0,36000.0
WGUSA,34900.0,0.0,34900.0
KL,34400.0,0.0,34400.0
TFA,32299.0,0.0,32299.0
CJ,32200.0,0.0,32200.0
CFilms,31500.0,0.0,31500.0
Part.,30400.0,0.0,30400.0
Cohen,29500.0,0.0,29500.0
Strand,28100.0,0.0,28100.0
Drft.,27200.0,0.0,27200.0
EC,24600.0,0.0,24600.0
Magn.,24300.0,0.0,24300.0
Distrib.,23100.0,0.0,23100.0
Zeit.,22900.0,0.0,22900.0
CJ,22500.0,0.0,22500.0
IFC,22100.0,0.0,22100.0
Magn.,21100.0,0.0,21100.0
Magn.,18200.0,0.0,18200.0
CJ,18000.0,0.0,18000.0
Alc,17500.0,0.0,17500.0
FRun,16800.0,0.0,16800.0
LGP,16800.0,0.0,16800.0
Wein.,16700.0,0.0,16700.0
Drft.,16600.0,0.0,16600.0
Free,14900.0,0.0,14900.0
IFC,13900.0,0.0,13900.0
FM,13700.0,0.0,13700.0
KL,12300.0,0.0,12300.0
MBox,11900.0,0.0,11900.0
FM,11700.0,0.0,11700.0
KL,11000.0,0.0,11000.0
CJ,10700.0,0.0,10700.0
FOR,10200.0,0.0,10200.0
Trib.,9500.0,0.0,9500.0
IFC,9200.0,0.0,9200.0
FM,9000.0,0.0,9000.0
MR,9000.0,0.0,9000.0
Free,8900.0,0.0,8900.0
Free,8200.0,0.0,8200.0
KL,8000.0,0.0,8000.0
Distrib.,7400.0,0.0,7400.0
IFC,6900.0,0.0,6900.0
FR,6800.0,0.0,6800.0
KL,6400.0,0.0,6400.0
MBox,6300.0,0.0,6300.0
A24,6100.0,0.0,6100.0
Distrib.,5600.0,0.0,5600.0
Trib.,5300.0,0.0,5300.0
Magn.,5200.0,0.0,5200.0
IFC,4700.0,0.0,4700.0
TAFC,4600.0,0.0,4600.0
TFA,4600.0,0.0,4600.0
KL,4500.0,0.0,4500.0
Strand,4500.0,0.0,4500.0
Orch.,4400.0,0.0,4400.0
CJ,4400.0,0.0,4400.0
Strand,3600.0,0.0,3600.0
FRun,3600.0,0.0,3600.0
Gold.,3500.0,0.0,3500.0
Strand,3200.0,0.0,3200.0
Icar.,3200.0,0.0,3200.0
Magn.,2200.0,0.0,2200.0
FM,1500.0,0.0,1500.0
Magn.,1200.0,0.0,1200.0
Distrib.,900.0,0.0,900.0
Magn.,800.0,0.0,800.0
BWP,700.0,0.0,700.0
KL,700.0,0.0,700.0
FM,300.0,0.0,300.0
BV,408100000.0,745200000.0,1153300000.0
BV,532200000.0,523900000.0,1056100000.0
BV,486300000.0,542300000.0,1028600000.0
BV,341300000.0,682500000.0,1023800000.0
BV,364000000.0,602500000.0,966500000.0
Uni.,368400000.0,507100000.0,875500000.0
WB,330400000.0,543300000.0,873700000.0
WB,234000000.0,580000000.0,814000000.0
Fox,363100000.0,420000000.0,783100000.0
WB,325100000.0,421700000.0,746800000.0
BV,232600000.0,445100000.0,677700000.0
BV,248800000.0,394600000.0,643400000.0
Uni.,270400000.0,363800000.0,634200000.0
Sony,3200000.0,550600000.0,553800000.0
Fox,155400000.0,388500000.0,543900000.0
Fox,143500000.0,377600000.0,521100000.0
LG/S,151100000.0,295000000.0,446100000.0
Uni.,47400000.0,386300000.0,433700000.0
Uni.,162400000.0,253100000.0,415500000.0
Fox,64099999.0,344500000.0,408599999.0
Fox,103100000.0,286500000.0,389600000.0
FR,32800.0,385300000.0,385332800.0
WB,126600000.0,230100000.0,356700000.0
Sony,107500000.0,244800000.0,352300000.0
Fox,153700000.0,193200000.0,346900000.0
Par.,158800000.0,184600000.0,343400000.0
LG/S,65099999.0,269800000.0,334899999.0
WB (NL),102500000.0,217900000.0,320400000.0
Sony,100000000.0,203100000.0,303100000.0
UTV,12400000.0,290500000.0,302900000.0
BV,77000000.0,222400000.0,299400000.0
Fox,87200000.0,209200000.0,296400000.0
Par.,82100000.0,163600000.0,245700000.0
Fox,54600000.0,186300000.0,240900000.0
WB,125100000.0,115700000.0,240800000.0
Fox,169600000.0,66300000.0,235900000.0
Sony,128400000.0,100800000.0,229200000.0
Sony,34300000.0,185700000.0,220000000.0
WB (NL),127400000.0,89500000.0,216900000.0
Uni.,24300000.0,187700000.0,212000000.0
WB (NL),56200000.0,152100000.0,208300000.0
Focus,62500000.0,143200000.0,205700000.0
Par.,100500000.0,102800000.0,203300000.0
CL,710000.0,193000000.0,193710000.0
STX,113300000.0,70700000.0,184000000.0
WB,72700000.0,110700000.0,183400000.0
BV,55500000.0,127900000.0,183400000.0
LG/S,66200000.0,113100000.0,179300000.0
LGF,67200000.0,108100000.0,175300000.0
Uni.,75400000.0,97800000.0,173200000.0
WGUSA,800000.0,172300000.0,173100000.0
Uni.,48400000.0,116600000.0,165000000.0
Sony,93400000.0,68900000.0,162300000.0
Par.,58700000.0,103400000.0,162100000.0
SGem,89200000.0,67900000.0,157100000.0
WGUSA,2700000.0,154200000.0,156900000.0
WB,86300000.0,68900000.0,155200000.0
LG/S,31200000.0,119500000.0,150700000.0
WB (NL),67300000.0,81600000.0,148900000.0
BV,76200000.0,67500000.0,143700000.0
Sony,97700000.0,43000000.0,140700000.0
Wein.,51700000.0,88600000.0,140300000.0
CL,474000.0,125400000.0,125874000.0
LG/S,21200000.0,104500000.0,125700000.0
Uni.,91200000.0,33400000.0,124600000.0
LG/S,61400000.0,60400000.0,121800000.0
Par.,40100000.0,79400000.0,119500000.0
Sony,55100000.0,64000000.0,119100000.0
Uni.,79200000.0,39400000.0,118600000.0
Fox,60300000.0,57800000.0,118100000.0
CL,,114700000.0,
Par.,54800000.0,59700000.0,114500000.0
WB (NL),46800000.0,65500000.0,112300000.0
Par.,72100000.0,38100000.0,110200000.0
Sony,34900000.0,75000000.0,109900000.0
Uni.,55500000.0,52600000.0,108100000.0
WGUSA,561000.0,102600000.0,103161000.0
EOne,1300000.0,96200000.0,97500000.0
LGF,35600000.0,58500000.0,94100000.0
Par.,26400000.0,67700000.0,94100000.0
TriS,41000000.0,52300000.0,93300000.0
Uni.,59700000.0,29200000.0,88900000.0
WB (NL),31000000.0,57500000.0,88500000.0
WGUSA,2100000.0,85400000.0,87500000.0
Yash,6200000.0,81100000.0,87300000.0
WB,43000000.0,43200000.0,86200000.0
LGF,38600000.0,46700000.0,85300000.0
Uni.,35100000.0,46600000.0,81700000.0
RAtt.,47700000.0,31300000.0,79000000.0
Uni.,63300000.0,15600000.0,78900000.0
FUN,1900000.0,76000000.0,77900000.0
Fox,46000000.0,31100000.0,77100000.0
LGF,73200000.0,1600000.0,74800000.0
TriS,61700000.0,12200000.0,73900000.0
WGUSA,437000.0,70400000.0,70837000.0
Focus,48000000.0,21900000.0,69900000.0
Par.,52900000.0,16600000.0,69500000.0
A24,27900000.0,37200000.0,65100000.0
Par.,57700000.0,6700000.0,64400000.0
STX,35800000.0,28400000.0,64200000.0
Uni.,30500000.0,33100000.0,63600000.0
WB,36300000.0,26500000.0,62800000.0
AR,350000.0,57700000.0,58050000.0
EC,19700000.0,38100000.0,57800000.0
Par.,28800000.0,27900000.0,56700000.0
WB (NL),54000000.0,1000000.0,55000000.0
BV,27600000.0,24500000.0,52100000.0
CJ,597000.0,51000000.0,51597000.0
LGF,31900000.0,18700000.0,50600000.0
Par.,27400000.0,21500000.0,48900000.0
ORF,32500000.0,15900000.0,48400000.0
JBG,467000.0,47700000.0,48167000.0
Elev.,257000.0,47600000.0,47857000.0
Focus,3700000.0,43600000.0,47300000.0
Fox,15800000.0,30400000.0,46200000.0
Sony,36900000.0,9200000.0,46100000.0
LGF,20800000.0,24400000.0,45200000.0
LGF,11100000.0,32700000.0,43800000.0
Uni.,42200000.0,422000.0,42622000.0
A24,25100000.0,15300000.0,40400000.0
LG/S,8000000.0,31500000.0,39500000.0
LG/S,14700000.0,24100000.0,38800000.0
FoxS,4800000.0,33100000.0,37900000.0
LGF,27000000.0,10900000.0,37900000.0
Focus,26600000.0,11000000.0,37600000.0
ORF,21600000.0,15700000.0,37300000.0
TriS,1700000.0,29200000.0,30900000.0
SGem,29700000.0,911000.0,30611000.0
Focus,10700000.0,19600000.0,30300000.0
Fox,14900000.0,15000000.0,29900000.0
FIP,4300000.0,24100000.0,28400000.0
Yash,2300000.0,25900000.0,28200000.0
FIP,1800000.0,26000000.0,27800000.0
BV,12500000.0,13400000.0,25900000.0
Sony,6900000.0,18300000.0,25200000.0
Focus,19200000.0,5900000.0,25100000.0
STX,20800000.0,4200000.0,25000000.0
Imax,15500000.0,9400000.0,24900000.0
PFR,20800000.0,3700000.0,24500000.0
Par.,7100000.0,16600000.0,23700000.0
LGF,20000000.0,3300000.0,23300000.0
ORF,12600000.0,10500000.0,23100000.0
Par.,23100000.0,0.0,23100000.0
BST,5900000.0,16900000.0,22800000.0
WB,10400000.0,12300000.0,22700000.0
SPC,1500000.0,21000000.0,22500000.0
LGP,,22400000.0,
ORF,11700000.0,10500000.0,22200000.0
WB (NL),20600000.0,0.0,20600000.0
FIP,201000.0,20200000.0,20401000.0
STX,14400000.0,4400000.0,18800000.0
LGF,18700000.0,0.0,18700000.0
BST,18700000.0,0.0,18700000.0
BG,17800000.0,0.0,17800000.0
W/Dim.,55000.0,17600000.0,17655000.0
FIP,1600000.0,16000000.0,17600000.0
Rela.,17400000.0,0.0,17400000.0
LGF,17100000.0,0.0,17100000.0
STX,9300000.0,7600000.0,16900000.0
SGem,10900000.0,5500000.0,16400000.0
BG,15400000.0,0.0,15400000.0
FIP,2600000.0,12800000.0,15400000.0
HTR,50300.0,14800000.0,14850300.0
WGUSA,75500.0,14600000.0,14675500.0
RAtt.,14400000.0,0.0,14400000.0
Fox,3000000.0,11300000.0,14300000.0
RAtt.,14000000.0,0.0,14000000.0
FoxS,14000000.0,0.0,14000000.0
Wein.,3200000.0,10400000.0,13600000.0
EC,6900000.0,6200000.0,13100000.0
Focus,7800000.0,5200000.0,13000000.0
Abr.,2900000.0,9400000.0,12300000.0
IFC,3900000.0,8400000.0,12300000.0
PNT,11500000.0,0.0,11500000.0
BH Tilt,10800000.0,0.0,10800000.0
RAtt.,3200000.0,7600000.0,10800000.0
LGF,9700000.0,745000.0,10445000.0
BV,8900000.0,1500000.0,10400000.0
EC,3500000.0,5600000.0,9100000.0
Focus,8800000.0,0.0,8800000.0
Fox,3900000.0,4900000.0,8800000.0
A24,8700000.0,0.0,8700000.0
FM,54100.0,7900000.0,7954100.0
IFC,57000.0,7800000.0,7857000.0
FoxS,2000000.0,5500000.0,7500000.0
RAtt.,6300000.0,208000.0,6508000.0
Focus,6500000.0,0.0,6500000.0
BH Tilt,4800000.0,1500000.0,6300000.0
ORF,3800000.0,2500000.0,6300000.0
WB,3700000.0,2500000.0,6200000.0
Sony,13500.0,6100000.0,6113500.0
IFC,10500.0,6000000.0,6010500.0
Sony,78600.0,5600000.0,5678600.0
RAtt.,1400000.0,4300000.0,5700000.0
A24,5700000.0,0.0,5700000.0
Orch.,5200000.0,0.0,5200000.0
ORF,5100000.0,0.0,5100000.0
Wein.,4700000.0,0.0,4700000.0
Drft.,30200.0,4600000.0,4630200.0
SPC,4300000.0,0.0,4300000.0
RAtt.,4200000.0,0.0,4200000.0
A24,4200000.0,0.0,4200000.0
BST,4099999.0,0.0,4099999.0
RAtt.,3400000.0,523000.0,3923000.0
CineGalaxy,3900000.0,0.0,3900000.0
Fox,3700000.0,233000.0,3933000.0
Drft.,3800000.0,0.0,3800000.0
Fathom,3800000.0,0.0,3800000.0
FIP,219000.0,3500000.0,3719000.0
MBox,3500000.0,0.0,3500000.0
SPC,2600000.0,850000.0,3450000.0
Par.,3400000.0,0.0,3400000.0
SPC,3400000.0,0.0,3400000.0
EOne,13100.0,3300000.0,3313100.0
A24,3200000.0,0.0,3200000.0
SPC,3200000.0,0.0,3200000.0
PNT,3100000.0,0.0,3100000.0
STX,2000000.0,1000000.0,3000000.0
BST,3000000.0,0.0,3000000.0
PFR,2400000.0,255000.0,2655000.0
Sony,650000.0,1900000.0,2550000.0
Rela.,2400000.0,0.0,2400000.0
Relbig.,2400000.0,0.0,2400000.0
SPC,2300000.0,0.0,2300000.0
BST,2200000.0,0.0,2200000.0
A24,33300.0,2100000.0,2133300.0
PFR,2100000.0,0.0,2100000.0
BG,2000000.0,0.0,2000000.0
Magn.,2000000.0,0.0,2000000.0
FoxS,2000000.0,0.0,2000000.0
A24,663000.0,1200000.0,1863000.0
PNT,1700000.0,0.0,1700000.0
IFC,14000.0,1700000.0,1714000.0
IFC,1700000.0,0.0,1700000.0
Zee,1100000.0,571000.0,1671000.0
SPC,1600000.0,0.0,1600000.0
Wein.,1500000.0,0.0,1500000.0
SPC,1500000.0,0.0,1500000.0
BG,1300000.0,0.0,1300000.0
Osci.,1300000.0,0.0,1300000.0
Eros,1300000.0,0.0,1300000.0
UTV,1300000.0,0.0,1300000.0
Ampl.,1200000.0,0.0,1200000.0
Orch.,1200000.0,0.0,1200000.0
Men.,1100000.0,0.0,1100000.0
Osci.,47300.0,1100000.0,1147300.0
Relbig.,1100000.0,0.0,1100000.0
YFG,1100000.0,0.0,1100000.0
IFC,1100000.0,0.0,1100000.0
MBox,1100000.0,0.0,1100000.0
BST,1100000.0,0.0,1100000.0
CJ,1000000.0,0.0,1000000.0
Eros,982000.0,0.0,982000.0
SPC,941000.0,0.0,941000.0
Orch.,939000.0,0.0,939000.0
Gaatri,898000.0,0.0,898000.0
Eros,858000.0,0.0,858000.0
Eros,813000.0,0.0,813000.0
WGUSA,787000.0,0.0,787000.0
CL,780000.0,0.0,780000.0
WB,765000.0,0.0,765000.0
Magn.,703000.0,0.0,703000.0
Eros,701000.0,0.0,701000.0
IFC,678000.0,0.0,678000.0
IFC,641000.0,0.0,641000.0
A24,638000.0,0.0,638000.0
Gathr,629000.0,0.0,629000.0
Magn.,614000.0,0.0,614000.0
Magn.,595000.0,0.0,595000.0
FCW,572000.0,0.0,572000.0
WGUSA,569000.0,0.0,569000.0
BG,566000.0,0.0,566000.0
FR,561000.0,0.0,561000.0
W/Dim.,,552000.0,
LGF,544000.0,0.0,544000.0
CJ,542000.0,0.0,542000.0
UTV,529000.0,0.0,529000.0
Magn.,527000.0,0.0,527000.0
Cohen,497000.0,0.0,497000.0
FUN,491000.0,0.0,491000.0
IFC,477000.0,0.0,477000.0
SPC,468000.0,0.0,468000.0
GK,453000.0,0.0,453000.0
UTV,438000.0,0.0,438000.0
SPC,435000.0,0.0,435000.0
IFC,388000.0,0.0,388000.0
Mon,377000.0,0.0,377000.0
CL,356000.0,0.0,356000.0
Eros,352000.0,0.0,352000.0
Magn.,346000.0,0.0,346000.0
Rel.,332000.0,0.0,332000.0
MBox,307000.0,0.0,307000.0
MBox,303000.0,0.0,303000.0
GK,295000.0,0.0,295000.0
KL,295000.0,0.0,295000.0
Cohen,288000.0,0.0,288000.0
Vita.,286000.0,0.0,286000.0
VE,270000.0,0.0,270000.0
Magn.,269000.0,0.0,269000.0
SM,263000.0,0.0,263000.0
IFC,262000.0,0.0,262000.0
Orch.,255000.0,0.0,255000.0
A24,243000.0,0.0,243000.0
Drft.,232000.0,0.0,232000.0
GK,223000.0,0.0,223000.0
UTV,204000.0,0.0,204000.0
Sony,182000.0,0.0,182000.0
Magn.,178000.0,0.0,178000.0
Magn.,177000.0,0.0,177000.0
CJ,176000.0,0.0,176000.0
Orch.,164000.0,0.0,164000.0
Cohen,160000.0,0.0,160000.0
Magn.,160000.0,0.0,160000.0
EOne,152000.0,0.0,152000.0
MBox,150000.0,0.0,150000.0
Cohen,149000.0,0.0,149000.0
SM,135000.0,0.0,135000.0
MBox,128000.0,0.0,128000.0
PM&E,126000.0,0.0,126000.0
KL,125000.0,0.0,125000.0
Magn.,123000.0,0.0,123000.0
KL,121000.0,0.0,121000.0
FM,121000.0,0.0,121000.0
WGUSA,120000.0,0.0,120000.0
IFC,119000.0,0.0,119000.0
KL,112000.0,0.0,112000.0
BWP,108000.0,0.0,108000.0
CZ,105000.0,0.0,105000.0
Icar.,105000.0,0.0,105000.0
Strand,100000.0,0.0,100000.0
Eros,98900.0,0.0,98900.0
CJ,97500.0,0.0,97500.0
CL,96400.0,0.0,96400.0
CL,92400.0,0.0,92400.0
Ghop,90500.0,0.0,90500.0
CL,89300.0,0.0,89300.0
FM,88000.0,0.0,88000.0
Magn.,86000.0,0.0,86000.0
KL,82900.0,0.0,82900.0
CL,82800.0,0.0,82800.0
Cleopatra,82700.0,0.0,82700.0
Cohen,80800.0,0.0,80800.0
UTV,76900.0,0.0,76900.0
A24,12500.0,62200.0,74700.0
IFC,71900.0,0.0,71900.0
CJ,71800.0,0.0,71800.0
BG,67500.0,0.0,67500.0
CJ,67100.0,0.0,67100.0
Rialto,66100.0,0.0,66100.0
Scre.,63800.0,0.0,63800.0
CJ,59400.0,0.0,59400.0
Dreamwest,57800.0,0.0,57800.0
CJ,56600.0,0.0,56600.0
Osci.,55800.0,0.0,55800.0
Magn.,55500.0,0.0,55500.0
W/Dim.,55000.0,0.0,55000.0
Cohen,54200.0,0.0,54200.0
Pala.,53400.0,0.0,53400.0
MBox,52800.0,0.0,52800.0
Strand,52700.0,0.0,52700.0
Grav.,52500.0,0.0,52500.0
CJ,52000.0,0.0,52000.0
Strand,52000.0,0.0,52000.0
IFC,51900.0,0.0,51900.0
CJ,50800.0,0.0,50800.0
Distrib.,50300.0,0.0,50300.0
Magn.,50300.0,0.0,50300.0
SDS,50200.0,0.0,50200.0
KL,50100.0,0.0,50100.0
Drft.,45300.0,0.0,45300.0
CJ,44300.0,0.0,44300.0
WGUSA,44000.0,0.0,44000.0
Eros,43400.0,0.0,43400.0
Strand,42200.0,0.0,42200.0
FRun,29500.0,9100.0,38600.0
Cohen,37800.0,0.0,37800.0
Linn,35800.0,0.0,35800.0
Strand,35300.0,0.0,35300.0
KL,34800.0,0.0,34800.0
FCW,34700.0,0.0,34700.0
GK,34400.0,0.0,34400.0
CL,34300.0,0.0,34300.0
Strand,34300.0,0.0,34300.0
FRun,34200.0,0.0,34200.0
CJ,34000.0,0.0,34000.0
Ghop,32200.0,0.0,32200.0
IFC,32200.0,0.0,32200.0
Scre.,32000.0,0.0,32000.0
KL,31000.0,0.0,31000.0
KL,30600.0,0.0,30600.0
Strand,30200.0,0.0,30200.0
CL,30100.0,0.0,30100.0
CJ,29300.0,0.0,29300.0
Strand,28600.0,0.0,28600.0
Electric,27100.0,0.0,27100.0
KL,26700.0,0.0,26700.0
Jampa,26700.0,0.0,26700.0
Cohen,26100.0,0.0,26100.0
Strand,25700.0,0.0,25700.0
CL,25400.0,0.0,25400.0
KL,25300.0,0.0,25300.0
MBox,24900.0,0.0,24900.0
